ID,Citation,Author (Japanease),Author (Japanease),Publication year,Publication year,Paper name,Journal/ Report name,Link 
B330010,岡山県教育委員会1975a,岡山県教育委員会,おかやまけんきょういくいいんかい,1975,a,天神原遺跡,岡山県埋蔵文化財発掘調査報告７,https://sitereports.nabunken.go.jp/13077
B330011,岡山県教育委員会1975b,岡山県教育委員会,おかやまけんきょういくいいんかい,1975,b,宮尾遺跡,岡山県埋蔵文化財発掘調査報告８,https://sitereports.nabunken.go.jp/12897
B330012,岡山県教育委員会1975c,岡山県教育委員会,おかやまけんきょういくいいんかい,1975,c,領家遺跡,岡山県埋蔵文化財発掘調査報告８,https://sitereports.nabunken.go.jp/12897
B330013,岡山県教育委員会1979a,岡山県教育委員会,おかやまけんきょういくいいんかい,1979,a,〔８〕野原遺跡群早風A地点発掘調査,岡山県埋蔵文化財報告９,https://sitereports.nabunken.go.jp/40466
B330014,岡山県教育委員会1979b,岡山県教育委員会,おかやまけんきょういくいいんかい,1979,b,,岡山県埋蔵文化財発掘調査報告32,https://sitereports.nabunken.go.jp/12553
B330015,岡山県教育委員会1981a,岡山県教育委員会,おかやまけんきょういくいいんかい,1981,a,,山陽自動車道建設に伴う発掘調査2（岡山県埋蔵文化財発掘調査報告42）,https://sitereports.nabunken.go.jp/12716
B330016,岡山県教育委員会1981b,岡山県教育委員会,おかやまけんきょういくいいんかい,1981,b,高屋B散布地,岡山県埋蔵文化財発掘調査報告45,https://sitereports.nabunken.go.jp/12337
B330017,岡山県教育委員会1983,岡山県教育委員会,おかやまけんきょういくいいんかい,1983,,,岡山県埋蔵文化財発掘調査報告53,https://sitereports.nabunken.go.jp/12911
B330018,岡山県教育委員会1988b,岡山県教育委員会,おかやまけんきょういくいいんかい,1988,b,,本州四国連絡橋陸上ルート建設に伴う発掘調査Ⅱ（岡山県埋蔵文化財発掘調査報告71）,https://sitereports.nabunken.go.jp/12483
B330019,岡山県教育委員会1988a,岡山県教育委員会,おかやまけんきょういくいいんかい,1988,a,,熊山田散布地ほか（岡山県埋蔵文化財発掘調査報告68）,https://sitereports.nabunken.go.jp/12765
B330020,岡山県教育委員会1993a,岡山県教育委員会,おかやまけんきょういくいいんかい,1993,a,,山陽自動車道建設に伴う発掘調査５（岡山県埋蔵文化財発掘調査報告81）,https://sitereports.nabunken.go.jp/13126
B330021,岡山県教育委員会1993b,岡山県教育委員会,おかやまけんきょういくいいんかい,1993,b,,山陽自動車道建設に伴う発掘調査６（岡山県埋蔵文化財発掘調査報告82）,https://sitereports.nabunken.go.jp/13213
B330022,岡山県教育委員会1994,岡山県教育委員会,おかやまけんきょういくいいんかい,1994,,,山陽自動車道建設に伴う発掘調査８（岡山県埋蔵文化財発掘調査報告89）,https://sitereports.nabunken.go.jp/13251
B330023,岡山県教育委員会1995a,岡山県教育委員会,おかやまけんきょういくいいんかい,1995,a,第2章　蒜山地域の調査,岡山県埋蔵文化財発掘調査報告93,https://sitereports.nabunken.go.jp/4753
B330024,岡山県教育委員会1995b,岡山県教育委員会,おかやまけんきょういくいいんかい,1995,b,,下長田上野古墳群・上野遺跡（岡山県埋蔵文化財発掘調査報告103）,https://sitereports.nabunken.go.jp/13049
B330025,岡山県教育委員会1998a,岡山県教育委員会,おかやまけんきょういくいいんかい,1998,a,大田茶屋遺跡,岡山県埋蔵文化財発掘調査報告129,https://sitereports.nabunken.go.jp/12377
B330026,岡山県教育委員会1998b,岡山県教育委員会,おかやまけんきょういくいいんかい,1998,b,,水別古墳群・水別遺跡（岡山県埋蔵文化財発掘調査報告131）,https://sitereports.nabunken.go.jp/4611
B330027,岡山県教育委員会2003a,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,a,,改定 岡山県遺跡地図（第２分冊　真庭地区）,https://sitereports.nabunken.go.jp/87423
B330028,岡山県教育委員会2003b,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,b,,改訂 岡山県遺跡地図（第４分冊　井笠地区）,https://sitereports.nabunken.go.jp/87425
B330029,岡山県教育委員会2003e,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,e,,改定 岡山県遺跡地図（第７分冊　津山地区）,https://sitereports.nabunken.go.jp/87428
B330030,岡山県教育委員会2003c,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,c,,改訂 岡山県遺跡地図（第５分冊　倉敷地区）,https://sitereports.nabunken.go.jp/87426
B330031,岡山県教育委員会2003f,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,f,,改定 岡山県遺跡地図（第８分冊　勝英地区）,https://sitereports.nabunken.go.jp/87429
B330032,岡山県教育委員会2003h,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,h,,岡山県埋蔵文化財報告33,https://sitereports.nabunken.go.jp/80370
B330033,岡山県教育委員会2003i,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,i,ヒロダン・小坂向遺跡,岡山県埋蔵文化財発掘調査報告176,https://sitereports.nabunken.go.jp/12989
B330034,岡山県教育委員会2003g,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,g,,改訂 岡山県遺跡地図（第９分冊　東備地区）,https://sitereports.nabunken.go.jp/87430
B330035,岡山県教育委員会2003d,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,d,,改訂 岡山県遺跡地図〈第６分冊　岡山地区〉,https://sitereports.nabunken.go.jp/87427
B330036,岡山市教育委員会2003,岡山市教育委員会,おかやましきょういくいいんかい,2003,,,岡山市埋蔵文化財センター年報２,https://sitereports.nabunken.go.jp/12540
B330037,長船町市編纂委員会1998,長船町市編纂委員会,おさふねちょうしへんさんいいんかい,1998,,,長船町史資料編（上）考古・古代中世,https://ci.nii.ac.jp/ncid/BN14398771
B330038,落合町教育委員会2004,落合町教育委員会,おちあいちょうきょういくいいんかい,2004,,郡遺跡,落合町埋蔵文化財発掘調査報告４,https://sitereports.nabunken.go.jp/40426
B330039,笠岡市教育委員会1985,笠岡市教育委員会,かさおかしきょういくいいんかい,1985,,,片島分布調査報告書,https://sitereports.nabunken.go.jp/12952
B330040,笠岡市史編さん委員会1983,笠岡市史編さん委員会,かさおかししへんさんいいんかい,1983,,,笠岡市史第１巻,https://ci.nii.ac.jp/ncid/BN04636851
B330041,鎌木義昌1950,鎌木義昌,かまきよしまさ,1950,,岡山県郷内村前山の弥生式遺跡,吉備考古80,https://ci.nii.ac.jp/ncid/AN00162010
B330042,鎌木義昌1956,鎌木義昌,かまきよしまさ,1956,,岡山県鷲羽山遺跡調査略報,石器時代３,https://ci.nii.ac.jp/ncid/AN00339721
B330043,鎌木義昌・小林博昭1985,鎌木義昌・小林博昭,かまきよしまさ・こばやしひろあき,1985,,北京原人と同時代の原人が住んでいた!?－岡山県・蒜山原の発掘調査レポート,ゼピロス４,https://ci.nii.ac.jp/ncid/AN10198047
B330044,鎌木義昌・小林博昭1986a,鎌木義昌・小林博昭,かまきよしまさ・こばやしひろあき,1986,a,戸谷遺跡,岡山県史 考古資料,https://ci.nii.ac.jp/ncid/BN05040744
B330045,鎌木義昌・小林博昭1986b,鎌木義昌・小林博昭,かまきよしまさ・こばやしひろあき,1986,b,岡山県牧野遺跡第5地点,日本考古学年報37,https://ci.nii.ac.jp/ncid/BN01889227
B330046,鎌木義昌・小林博昭1987,鎌木義昌・小林博昭,かまきよしまさ・こばやしひろあき,1987,,岡山県北部の火山灰と石器群,日本考古学協会1987年度大会研究発表要旨,https://ndlonline.ndl.go.jp/#!/detail/R300000001-I000000093535-00
B330047,鎌木義昌・高橋護1965,鎌木義昌・高橋護,かまきよしまさ・たかはしまもる,1965,,瀬戸内海地方の先土器時代,日本の考古学Ⅰ,https://ndlonline.ndl.go.jp/#!/detail/R300000001-I000000866765-00
B330048,鴨方町史編纂委員会1990,鴨方町史編纂委員会,かもがたちょうしへんさんいいんかい,1990,,,鴨方町史本編,https://ci.nii.ac.jp/ncid/BN04221889
B330049,熊山町市編纂委員会1994,熊山町市編纂委員会,くまやまちょうしへんさんいいんかい,1994,,,熊山町史通史編上巻,https://ci.nii.ac.jp/ncid/BN09738677
B330050,倉敷市教育委員会1999,倉敷市教育委員会,くらしきしきょういくいいんかい,1999,,,倉敷市遺跡地図（玉島地区）,https://sitereports.nabunken.go.jp/87437
B330051,倉敷市教育委員会2001,倉敷市教育委員会,くらしきしきょういくいいんかい,2001,,,倉敷市遺跡地図（児島地区）,https://sitereports.nabunken.go.jp/87438
B330052,倉敷市教育委員会2005,倉敷市教育委員会,くらしきしきょういくいいんかい,2005,,,倉敷市遺跡地図（倉敷・庄地区）,https://sitereports.nabunken.go.jp/87439
B330053,倉敷埋蔵文化財センター1995,倉敷埋蔵文化財センター,くらしきまいぞうぶんかざいせんたー,1995,,,王子が岳南麓遺跡（倉敷市埋蔵文化財発掘調査報告第４集）,https://sitereports.nabunken.go.jp/13172
B330054,倉敷埋蔵文化財センター1996,倉敷埋蔵文化財センター,くらしきまいぞうぶんかざいせんたー,1996,,,倉敷埋蔵文化財センター年報３,https://sitereports.nabunken.go.jp/12380
B330055,倉敷埋蔵文化財センター1997,倉敷埋蔵文化財センター,くらしきまいぞうぶんかざいせんたー,1997,,,倉敷埋蔵文化財センター年報４,https://sitereports.nabunken.go.jp/13240
B330056,倉敷埋蔵文化財センター1999,倉敷埋蔵文化財センター,くらしきまいぞうぶんかざいせんたー,1999,,,倉敷埋蔵文化財センター年報６,https://sitereports.nabunken.go.jp/12857
B330057,倉敷埋蔵文化財センター2002,倉敷埋蔵文化財センター,くらしきまいぞうぶんかざいせんたー,2002,,,倉敷埋蔵文化財センター年報８,https://sitereports.nabunken.go.jp/12650
B330058,倉敷埋蔵文化財センター2005,倉敷埋蔵文化財センター,くらしきまいぞうぶんかざいせんたー,2005,,,日畑廃寺（倉敷市埋蔵文化財発掘調査報告第11集）,https://sitereports.nabunken.go.jp/12552
B330059,小林博昭1987a,小林博昭,こばやしひろあき,1987,a,蒜山原の火山灰と旧石器群,火山灰と考古学をめぐる諸問題,https://ci.nii.ac.jp/ncid/BN07589838
B330060,小林博昭1988,小林博昭,こばやしひろあき,1988,,岡山県中国山地ソフトローム期における剥片生産技術の一側面,考古学と関連科学（鎌木義昌先生古稀記念論集）,https://ci.nii.ac.jp/ncid/BN03304142
B330061,金光町史編纂委員会2003,金光町史編纂委員会,こんこうちょうしへんさんいいんかい,2003,,,金光町史本編,https://ci.nii.ac.jp/ncid/BA41542267
B330062,（財）倉敷考古館1972,（財）倉敷考古館,くらしきこうこかん,1972,,,倉敷の古代,https://sitereports.nabunken.go.jp/89160
B330063,白石(堀川) 純1983,白石(堀川) 純,しらいし（ほりかわ）じゅん,1983,,蒜山高原採集の旧石器,岡山理科大学蒜山研究所研究報告８,https://cir.nii.ac.jp/crid/1571980076708894592
B330064,白石(堀川) 純1984a,白石(堀川) 純,しらいし（ほりかわ）じゅん,1984,a,岡山県八束村上長田牧野遺跡第１・４地点採集の旧石器,岡山理科大学蒜山研究所研究報告９,https://cir.nii.ac.jp/crid/1572543026662316288
B330065,白石(堀川) 純1984b,白石(堀川) 純,しらいし（ほりかわ）じゅん,1984,b,岡山県八束村中和村大原遺跡採集の旧石器,岡山理科大学蒜山研究所研究報告９,https://cir.nii.ac.jp/crid/1572261551685605504
B330066,白石(堀川) 純1984c,白石(堀川) 純,しらいし（ほりかわ）じゅん,1984,c,岡山県八束村牧野遺跡第５地点及び東遺跡採集の旧石器,岡山理科大学蒜山研究所研究報告10　,https://cir.nii.ac.jp/crid/1573387451591924224
B330067,白石(堀川) 純1985,白石(堀川) 純,しらいし（ほりかわ）じゅん,1985,,小林河原遺跡採集の台形様石器,岡山理科大学蒜山研究所研究報告11,https://cir.nii.ac.jp/crid/1572543026661792768
B330068,白石純1988,白石純,しらいしじゅん,1988,,岡山県真庭郡八束村笹畝遺跡第２地点採集の旧石器,岡山理科大学蒜山研究所研究報告14　,https://cir.nii.ac.jp/crid/1570009751871772032
B330069,白石純1990,白石純,しらいしじゅん,1990,,岡山県真庭郡八束村笹畝遺跡第２地点及び東遺跡採集の旧石器,岡山理科大学蒜山研究所研究報告16　,https://cir.nii.ac.jp/crid/1572824501638886656
B330070,白石純1994,白石純,しらいしじゅん,1994,,蒜山高原採集の旧石器（Ⅰ）,岡山理科大学自然科学研究所研究報告20　,https://cir.nii.ac.jp/crid/1571698601718689152
B330071,白石純・小野伸1995,白石純・小野伸,しらいしじゅん・おのしん,1995,,蒜山高原採集の旧石器（Ⅱ）,岡山理科大学自然科学研究所研究報告21　,https://cir.nii.ac.jp/crid/1571135651765263872
B330072,白石純・小林博昭1998,白石純・小林博昭,しらいしじゅん・こばやしひろあき,1998,,蒜山原笹畝遺跡第２地点発掘調査概報,岡山理科大学自然科学研究所研究報告23,https://cir.nii.ac.jp/crid/1571417126741976576
B330073,白石純・小林博昭2001,白石純・小林博昭,しらいしじゅん・こばやしひろあき,2001,,蒜山原東遺跡の発掘調査,岡山理科大学自然科学研究所研究報告26　,https://cir.nii.ac.jp/crid/1573105976602251776
B330074,白石純・小野伸・小野勢1997,白石純・小野伸・小野勢,しらいしじゅん・おのしん・おのせい,1997,,岡山市犬島採集の旧石器,古代吉備第19集,https://sitereports.nabunken.go.jp/119724
B330075,白石純・小野伸・坂田崇1998,白石純・小野伸・坂田崇,しらいしじゅん・おのしん・さかたたかし,1998,,岡山市米崎採集の旧石器,自然科学研究所研究報告第24号,https://cir.nii.ac.jp/crid/1573950401532368896
B330076,総社市教育委員会1997,総社市教育委員会,そうじゃしきょういくいいんかい,1997,,,総社市埋蔵文化財調査年報７,https://sitereports.nabunken.go.jp/40401
B330077,総社市史編さん委員会1987,総社市史編さん委員会,そうじゃししへんさんいいんかい,1987,,,総社市史　考古資料編,https://ci.nii.ac.jp/ncid/BN02027626
B330078,高梁市教育委員会1999,高梁市教育委員会,たかはししきょういくいいんかい,1999,,,陣山遺跡・本郷遺跡（高梁市埋蔵文化財発掘調査報告第２集）,https://sitereports.nabunken.go.jp/13013
B330079,町誌編纂委員会1966,町誌編纂委員会,ちょうしへんさんいいんかい,1966,,,寄島町誌,https://ci.nii.ac.jp/ncid/BN08565154
B330080,津山市教育委員会1982,津山市教育委員会,つやましきょういくいいんかい,1982,,押入西遺跡,津山市埋蔵文化財発掘調査報告,-
B330081,津山市教育委員会1989,津山市教育委員会,つやましきょういくいいんかい,1989,,崩レ塚遺跡,津山市埋蔵文化財発掘調査報告28,https://sitereports.nabunken.go.jp/12995
B330082,津山市教育委員会1990,津山市教育委員会,つやましきょういくいいんかい,1990,,小原B・稲荷遺跡,津山市埋蔵文化財発掘調査報告35,https://sitereports.nabunken.go.jp/12746
B330083,津山市教育委員会1994a,津山市教育委員会,つやましきょういくいいんかい,1994,a,別所谷遺跡,津山市埋蔵文化財発掘調査報告49,https://sitereports.nabunken.go.jp/12403
B330084,津山市教育委員会1994b,津山市教育委員会,つやましきょういくいいんかい,1994,b,大開遺跡,津山市埋蔵文化財発掘調査報告51,https://sitereports.nabunken.go.jp/13217
B330085,岡山県灘崎町教育委員会2001,岡山県灘崎町教育委員会,なださきちょうきょういくいいんかい,2001,,,佐古谷遺跡（灘崎町埋蔵文化財発掘調査報告１）,https://sitereports.nabunken.go.jp/12708
B330086,新谷俊典2004,新谷俊典,にいやとしのり,2004,,東遺跡,発掘された日本列島2004,https://ndlonline.ndl.go.jp/#!/detail/R300000001-I000007563156-00
B330087,新谷俊典・美甘隆夫2004,新谷俊典・美甘隆夫,にいやとしのり・みかもたかお,2004,,牧野遺跡４地点の細石刃文化期関連資料,岡山理科大学自然科学研究所研究報告30,https://cir.nii.ac.jp/crid/1571135651866150272
B330088,原田虎平1931,原田虎平,はらだとらへい,1931,,,浅口郡史跡名勝天然記念物,-
B330089,備前市教育委員会1974,備前市教育委員会,びぜんしきょういくいいんかい,1974,,,東備西播開発有料道路建設事業実施に伴う埋蔵文化財発掘調査報告,-
B330090,備前市教育委員会1984,備前市教育委員会,びぜんしきょういくいいんかい,1984,,,亀井戸廃寺確認調査報告（備前市埋蔵文化財調査報告２）,https://sitereports.nabunken.go.jp/40412
B330091,蒜山教育事務組合教育委員会2003,蒜山教育事務組合教育委員会,ひるぜんきょういくじむくみあいきょういくいいんかい,2003,,,東遺跡Ⅰ（蒜山文化財調査報告１）,https://sitereports.nabunken.go.jp/40482
B330092,藤原好二1992,藤原好二,ふじわらこうじ,1992,,倉敷市曽原西表採の細石核,古代吉備第14集,https://sitereports.nabunken.go.jp/119719
B330093,藤原好二1996a,藤原好二,ふじわらこうじ,1996,a,倉敷市内の有茎尖頭器,倉敷埋蔵文化財センター年報３,https://sitereports.nabunken.go.jp/12380
B330094,藤原好二1996b,藤原好二,ふじわらこうじ,1996,b,岡山県南西部の旧石器,古代吉備第18集,https://sitereports.nabunken.go.jp/119723
B330095,藤原好二1998a,藤原好二,ふじわらこうじ,1998,a,荻野延治氏寄贈の資料,倉敷埋蔵文化財センター年報５,https://sitereports.nabunken.go.jp/13293
B330096,藤原好二1998b,藤原好二,ふじわらこうじ,1998,b,平井政雄氏寄贈の資料,倉敷埋蔵文化財センター年報５,https://sitereports.nabunken.go.jp/13293
B330097,間壁葭子1966,間壁葭子,まかべよしこ,1966,,高梁川下流域の無土器時代遺跡,倉敷考古館研究集報第２号,https://ci.nii.ac.jp/ncid/AN00067064
B330098,間壁葭子1974,間壁葭子,まかべよしこ,1974,,岡山県浅口郡船穂町福島採集の矢柄研磨器,倉敷考古館研究集報第９号,https://ci.nii.ac.jp/ncid/AN00067064
B330099,光石鳴巳2003,光石鳴巳,みついしなるみ,2003,,中国地方における細石刃文化,シンポジウム日本の細石刃文化Ⅰ─日本列島における細石刃文化─,https://sitereports.nabunken.go.jp/70578
B330100,矢掛町史編纂委員会1982,矢掛町史編纂委員会,やかげちょうしへんさんいいんかい,1982,,,矢掛町史本編,https://ci.nii.ac.jp/ncid/BN11642377
B330101,安川豊史1985,安川豊史,やすかわとよし,1985,,広高山遺跡採集の石器,西谷遺跡,https://sitereports.nabunken.go.jp/12577
B330102,安川豊史1987,安川豊史,やすかわとよし,1987,,岡山県川上村野田原出土の局部磨製石斧,古代吉備第９集,https://sitereports.nabunken.go.jp/119715
B330103,山本慶一1969,山本慶一,やまもとけいいち,1969,,鷲羽山遺跡採集の石器と土器,倉敷考古館研究集報第６号,https://ci.nii.ac.jp/ncid/AN00067064
B330104,和気郡史刊行会1981a,和気郡史刊行会,わけぐんしかんこうかい,1981,a,,和気郡史通史編上巻,https://ci.nii.ac.jp/ncid/BN09856990
B330105,和気郡史刊行会1981b,和気郡史刊行会,わけぐんしかんこうかい,1981,b,,和気郡史資料編上巻,https://ci.nii.ac.jp/ncid/BN09856990
B330106,西川宏・杉野文一1959,西川宏・杉野文一,にしかわひろし・すぎのぶんいち,1959,,岡山県玉野市宮田山西地点の石器,古代吉備第３集,https://sitereports.nabunken.go.jp/119729
B330107,邑久町史編纂委員会2006,邑久町史編纂委員会,おくちょうしへんさんいいんかい,2006,,,邑久町史考古編,https://ci.nii.ac.jp/ncid/BA59529677
B330108,倉敷埋蔵文化財センター2007,倉敷埋蔵文化財センター,くらしきまいぞうぶんかざいせんたー,2007,,横内北窯跡群１号・下庄遺跡・上東遺跡,倉敷市埋蔵文化財発掘調査報告第12集,https://sitereports.nabunken.go.jp/4621
B330109,津山市教育委員会2007,津山市教育委員会,つやましきょういくいいんかい,2007,,日上畝山古墳群Ⅱ,津山市埋蔵文化財発掘調査報告第78集,https://sitereports.nabunken.go.jp/13184
B330110,岡山県教育委員会1973,岡山県教育委員会,おかやまけんきょういくいいんかい,1973,,宮尾遺跡,岡山県埋蔵文化財発掘調査報告４,https://sitereports.nabunken.go.jp/12420
B330111,玉野市史編纂委員会1970,玉野市史編纂委員会,たまのししへんさんいいんかい,1970,,,玉野市史,https://ci.nii.ac.jp/ncid/BN04476438
B330112,杉野文一1987,杉野文一,すぎのぶんいち,1987,,玉野市の有舌尖頭器,古代吉備第９集,https://sitereports.nabunken.go.jp/119715
B330113,平井勝・保田義治1987,平井勝・保田義治,ひらいまさる・やすだよしはる,1987,,玉野市出崎船越遺跡出土の縄文時代遺物,古代吉備第９集,https://sitereports.nabunken.go.jp/119715
B330114,岡山市教育委員会2010,岡山市教育委員会,おかやましきょういくいいんかい,2010,,,吉備津杉尾西遺跡・吉備津奥田遺跡,https://sitereports.nabunken.go.jp/40375
B330115,岡山県教育委員会1998c,岡山県教育委員会,おかやまけんきょういくいいんかい,1998,c,楢原古墳群,岡山県埋蔵文化財発掘調査報告123,https://sitereports.nabunken.go.jp/13320
B330116,岡山県教育委員会2010,岡山県教育委員会,おかやまけんきょういくいいんかい,2010,,姥ヶ逧遺跡２,岡山埋蔵文化財発掘調査報告227,https://sitereports.nabunken.go.jp/13296
B330117,岡山県教育委員会1999,岡山県教育委員会,おかやまけんきょういくいいんかい,1999,,田益田中（国立岡山病院）遺跡,岡山県埋蔵文化財発掘調査報告141,https://sitereports.nabunken.go.jp/12915
B330118,倉敷埋蔵文化財センター2017,倉敷埋蔵文化財センター,くらしきまいぞうぶんかざいせんたー,2017,,上水島遺跡範囲確認調査,倉敷市埋蔵文化財発掘調査報告第16集,https://sitereports.nabunken.go.jp/21718
B330119,岡山県教育委員会2008a,岡山県教育委員会,おかやまけんきょういくいいんかい,2008,a,尾崎遺跡,岡山県埋蔵文化財発掘調査報告213,https://sitereports.nabunken.go.jp/13062
B330120,岡山県教育委員会2008b,岡山県教育委員会,おかやまけんきょういくいいんかい,2008,b,大河内遺跡,岡山県埋蔵文化財発掘調査報告216,https://sitereports.nabunken.go.jp/13067
B330121,笠岡市教育委員会1988a,笠岡市教育委員会,かさおかしきょういくいいんかい,1988,a,,笠岡市埋蔵文化財発掘調査報告２,https://sitereports.nabunken.go.jp/12442
B330122,笠岡市教育委員会1988b,笠岡市教育委員会,かさおかしきょういくいいんかい,1988,b,第４章　付篇,笠岡市埋蔵文化財発掘調査報告２,https://sitereports.nabunken.go.jp/12442
B330123,脇山康・安川豊史2000,脇山康・安川豊史,わきやまやすし・やすかわとよし,2000,,恩原３遺跡採集の国府型ナイフ形石器,古代吉備第22集,https://ci.nii.ac.jp/ncid/AN00371961
B330124,総社市史編さん委員会1998,総社市史編さん委員会,そうじゃししへんさんいいんかい,1998,,第１章第１節 採集生活,総社市史 通史編,https://ci.nii.ac.jp/ncid/BN02027626
B330125,津山市教育委員会1987,津山市教育委員会,つやましきょういくいいんかい,1987,,,津山の歴史と文化財,https://ci.nii.ac.jp/ncid/BB05568592
B330126,津山市教育委員会1998,津山市教育委員会,つやましきょういくいいんかい,1998,,,わたしたちの津山の歴史,https://ci.nii.ac.jp/ncid/BB05568978
B330127,倉敷考古館1987,倉敷考古館,くらしきこうこかん,1987,,,倉敷考古館 解説と周辺の歴史,https://ci.nii.ac.jp/ncid/BN02466502
B330128,倉敷考古館1969,倉敷考古館,くらしきこうこかん,1969,,,倉敷考古館 解説目録,https://ci.nii.ac.jp/ncid/BA80942345
B330129,倉敷市教育委員会・倉敷市文化財保護委員会1968,倉敷市教育委員会・倉敷市文化財保護委員会,くらしきしきょういくいいんかい・くらしきしぶんかざいほごいいんかい,1968,,,先土器、縄文土器,https://ci.nii.ac.jp/ncid/BA64291643
B330130,邑久町史編纂委員会2009,邑久町史編纂委員会,おくちょうしへんさんいいんかい,2009,,,邑久町史通史編,https://ci.nii.ac.jp/ncid/BA59529677
B330131,岡山県教育委員会1977,岡山県教育委員会,おかやまけんきょういくいいんかい,1977,,二野遺跡,岡山県埋蔵文化財発掘調査報告15,https://sitereports.nabunken.go.jp/12522
B330132,岡山県教育委員会1993c,岡山県教育委員会,おかやまけんきょういくいいんかい,1993,c,,岡山県埋蔵文化財発掘調査報告86,https://sitereports.nabunken.go.jp/12742
B330133,平井勝1984,平井勝,ひらいまさる,1984,,先土器時代,えとのす第24号,https://ndlonline.ndl.go.jp/#!/detail/R300000001-I000000027455-00
B330134,岡山県教育委員会2003j,岡山県教育委員会,おかやまけんきょういくいいんかい,2003,j,,改定 岡山県遺跡地図（第１分冊　阿新地区）,https://sitereports.nabunken.go.jp/87422
B330136,岡山県赤磐市教育委員会2009,岡山県赤磐市教育委員会,おかやまけんあかいわしきょういくいいんかい,2009,,備前国分寺跡,赤磐市文化財調査報告３,https://sitereports.nabunken.go.jp/13310
B330137,高橋護1986,高橋護,たかはしまもる,1986,,鷲羽山遺跡,岡山県史 考古資料,https://ci.nii.ac.jp/ncid/BN05040744
B330138,西川宏1986,西川宏,にしかわひろし,1986,,宮田山遺跡,岡山県史 考古資料,https://ci.nii.ac.jp/ncid/BN05040744
B330139,鎌木義昌・小林博昭1986c,鎌木義昌・小林博昭,かまきよしまさ・こばやしひろあき,1986,c,竪場島遺跡,岡山県史 考古資料,https://ci.nii.ac.jp/ncid/BN05040744
B330140,稲田孝司1986b,稲田孝司,いなだたかし,1986,b,恩原遺跡,岡山県史 考古資料,https://ci.nii.ac.jp/ncid/BN05040744
B330141,鎌木義昌・小林博昭1986d,鎌木義昌・小林博昭,かまきよしまさ・こばやしひろあき,1986,d,片島遺跡,岡山県史 考古資料,https://ci.nii.ac.jp/ncid/BN05040744
B330142,平井勝1986,平井勝,ひらいまさる,1986,,野原遺跡群早風A地点遺跡,岡山県史 考古資料,https://ci.nii.ac.jp/ncid/BN05040744
B330143,落合町教育委員会1983,落合町教育委員会,おちあいちょうきょういくいいんかい,1983,,高屋B遺跡,落合町埋蔵文化財発掘調査報告２,https://sitereports.nabunken.go.jp/40425
B330144,稲田孝司2009,稲田孝司,いなだたかし,2009,,,恩原１遺跡,https://sitereports.nabunken.go.jp/80348
B330145,奥津町史編纂委員会2005,奥津町史編纂委員会,おくつちょうしへんさんいいんかい,2005,,,奥津町史通史編上巻,https://ci.nii.ac.jp/ncid/BA83141160
