ID,Citation,Author (Japanease),Author (Japanease),Publication year,Publication year,Paper name,Journal/ Report name,Link 
B290020,香芝町教育委員会1990,香芝町教育委員会,かしばちょうきょういくいいんかい,1990,,,平成元年度鶴峯荘第２地点遺跡発掘調査概報,https://sitereports.nabunken.go.jp/74269
B290021,香芝町教育委員会1991a,香芝町教育委員会,かしばちょうきょういくいいんかい,1991,a,,平成２年度堂ヶ谷遺跡発掘調査概報,https://sitereports.nabunken.go.jp/74270
B290022,香芝町教育委員会・奈良県立橿原考古学研究所1983,香芝町教育委員会・奈良県立橿原考古学研究所,かしばちょうきょういくいいんかい・ならけんりつかしはらこうこがくけんきゅうしょ,1983,,香芝町桜ヶ丘第1地点遺跡第3次発掘調査概報,奈良県遺跡調査概報1982年度第一分冊,https://sitereports.nabunken.go.jp/74260
B290023,香芝町教育委員会・奈良県立橿原考古学研究所1984,香芝町教育委員会・奈良県立橿原考古学研究所,かしばちょうきょういくいいんかい・ならけんりつかしはらこうこがくけんきゅうしょ,1984,,香芝町桜ヶ丘第1地点遺跡第4次発掘調査概報,奈良県遺跡調査概報1983年度第一分冊,https://ci.nii.ac.jp/ncid/BA38729328
B290024,香芝町教育委員会・奈良県立橿原考古学研究所1985,香芝町教育委員会・奈良県立橿原考古学研究所,かしばちょうきょういくいいんかい・ならけんりつかしはらこうこがくけんきゅうしょ,1985,,,昭和59年度鈴山城跡・鈴山遺跡発掘調査概報,https://sitereports.nabunken.go.jp/74264
B290025,久野邦雄・秋枝芳1972,久野邦雄・秋枝芳,くのくにお・あきえだかおる,1972,,二上山麓の石器,青陵第20号,https://ci.nii.ac.jp/ncid/AN00264655
B290026,久保邦江2002,久保邦江,くぼくにえ,2002,,奈良県における縄文時代草創期・早期の石器についての概要,縄文時代の石器－関西の縄文草創期・早期－,https://ci.nii.ac.jp/ncid/BA6075318X
B290027,後藤優・長瀬潤一1973,後藤優・長瀬潤一,ごとうまさる・ながせじゅんいち,1973,,二上山北麓における新知見の遺跡,プレリュード17,https://id.ndl.go.jp/bib/024200204
B290028,佐藤良二1981,佐藤良二,さとうりょうじ,1981,,奈良県における有舌尖頭器の新資料,青陵第49号,https://ci.nii.ac.jp/ncid/AN00264655
B290029,佐藤良二1993,佐藤良二,さとうりょうじ,1993,,香芝市石田遺跡発見の旧石器,ふたかみ１－1992（平成４）年度香芝市二上山博物館年報・紀要－,https://ci.nii.ac.jp/ncid/AN10448494
B290030,佐藤良二・有本雅己1984,佐藤良二・有本雅己,さとうりょうじ・ありもとまさき,1984,,新庄町寺口採集の有舌尖頭器,青陵第54号,https://ci.nii.ac.jp/ncid/AN00264655
B290031,佐藤良二・森川実2004,佐藤良二・森川実,さとうりょうじ・もりかわみのる,2004,,サヌカイト原産地における採掘址－二上山麓，サカイ遺跡・平地山遺跡発掘調査中間成果－,黒耀石文化研究第３号,https://ci.nii.ac.jp/naid/40007335320
B290032,島田政則・北村博義1990,島田政則・北村博義,しまだまさのり・きたむらひろよし,1990,,天理市布留遺跡出土のナイフ形石器,旧石器考古学40,https://id.ndl.go.jp/bib/024200204
B290033,清水真一・佐藤良二1988,清水真一・佐藤良二,しみずしんいち・さとうりょうじ,1988,,奈良県桜井市阿部丘陵出土のナイフ形石器,旧石器考古学37,https://id.ndl.go.jp/bib/024200204
B290034,市立五條文化博物館2004,市立五條文化博物館,しりつごじょうぶんかはくぶつかん,2004,,,市立五條文化博物館資料目録Ⅰ－堤昭二氏収集考古資料を中心に－,https://ci.nii.ac.jp/ncid/BB05537271
B290035,関川尚功・佐藤良二1986,関川尚功・佐藤良二,せきがわひさのり・さとうりょうじ,1986,,奈良県三輪山麓採集の有舌尖頭器,旧石器考古学32,https://id.ndl.go.jp/bib/024200204
B290036,塚田良道1981,塚田良道,つかだよしみち,1981,,奈良県香芝町サカイ遺跡,旧石器考古学23,https://id.ndl.go.jp/bib/024200204
B290037,塚田良道1982,塚田良道,つかだよしみち,1982,,鶴峯荘第2地点遺跡,旧石器考古学25,https://id.ndl.go.jp/bib/024200204
B290038,天理参考館1992,天理参考館,てんりさんこうかん,1992,,布留遺跡豊井（打破り）地区発掘調査中間報告,天理参考館報第5号,https://ci.nii.ac.jp/ncid/AN10199298
B290039,天理市教育委員会1979,天理市教育委員会,てんりしきょういくいいんかい,1979,,,布留遺跡範囲確認調査報告書,https://sitereports.nabunken.go.jp/73999
B290040,天理市教育委員会1998,天理市教育委員会,てんりしきょういくいいんかい,1998,,柳本遺跡群大ナカ田地点,天理市埋蔵文化財調査概報（平成9年度・国庫補助事業）,https://sitereports.nabunken.go.jp/831
B290041,同志社大学旧石器文化談話会1974,同志社大学旧石器文化談話会,どうししゃだいがくきゅうせっきぶんかだんわかい,1974,,,ふたがみ－二上山北麓石器時代遺跡群踏査報告－,https://id.ndl.go.jp/bib/000001217688
B290042,豊岡卓之1982,豊岡卓之,とよおかたくし,1982,,桜ヶ丘第3地点遺跡地点北方採集の尖頭器,旧石器考古学25,https://id.ndl.go.jp/bib/024200204
B290043,奈良県立橿原考古学研究所1978,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1978,,桜井市外鎌山北麓古墳群,奈良県史跡名勝天然記念物調査報告第34冊,https://sitereports.nabunken.go.jp/72760
B290044,奈良県立橿原考古学研究所1979,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1979,,二上山・桜ヶ丘遺跡－第1地点の発掘調査報告－,奈良県史跡名勝天然記念物調査報告第38冊,https://ci.nii.ac.jp/ncid/BN02989635
B290045,奈良県立橿原考古学研究所1982,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1982,,香芝町穴虫清風荘第1地点遺跡発掘調査概報,奈良県遺跡調査概報1980年度（第一分冊）,https://ci.nii.ac.jp/ncid/BN01033849
B290046,奈良県立橿原考古学研究所1983a,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1983,a,香芝町桜ヶ丘第1地点遺跡第2次発掘調査概報,奈良県遺跡調査概報1981年度（第一分冊）,https://ci.nii.ac.jp/ncid/BN01033849
B290047,奈良県立橿原考古学研究所1983b,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1983,b,香芝町田尻峠第2地点遺跡発掘調査概報,奈良県遺跡調査概報1982年度（第一分冊）,https://ci.nii.ac.jp/ncid/BN01033849
B290048,奈良県立橿原考古学研究所1984,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1984,,二上山北麓石器製作遺跡の調査－清風荘第3地点遺跡・滝ケ谷遺跡－,奈良県文化財調査報告書第42集,https://sitereports.nabunken.go.jp/53406
B290049,奈良県立橿原考古学研究所1991a,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1991,a,高田垣内古墳群,奈良県史跡名勝天然記念物調査報告第63冊,https://sitereports.nabunken.go.jp/72783
B290050,奈良県立橿原考古学研究所1991b,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1991,b,布目川流域の遺跡6,奈良県遺跡調査概報1990年度（第一分冊）,https://sitereports.nabunken.go.jp/73822
B290051,奈良県立橿原考古学研究所1994,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1994,,勢野バラタニ遺跡,奈良県遺跡調査概報1993年度（第一分冊）,https://sitereports.nabunken.go.jp/73108
B290052,奈良県立橿原考古学研究所1995,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1995,,保津・宮古遺跡第9-b次・第10次・第11次発掘調査概報,奈良県遺跡調査概報1994年度（第一分冊）,https://sitereports.nabunken.go.jp/73180
B290053,奈良県立橿原考古学研究所1996,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1996,,三郷町峯ノ阪遺跡発掘調査概報,奈良県遺跡調査概報1995年度（第一分冊）,https://sitereports.nabunken.go.jp/73233
B290054,奈良県立橿原考古学研究所1999a,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1999,a,田原城跡発掘調査報告,奈良県遺跡調査概報1998年度（第一分冊）,https://sitereports.nabunken.go.jp/73367
B290055,奈良県立橿原考古学研究所1999b,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,1999,b,京奈和自動車道「五條道路」発掘調査概報,奈良県遺跡調査概報1998年度（第三分冊）,https://sitereports.nabunken.go.jp/73375
B290056,奈良県立橿原考古学研究所2000a,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2000,a,南郷遺跡群Ⅳ,奈良県立橿原考古学研究所調査報告第76冊,https://sitereports.nabunken.go.jp/72791
B290057,奈良県立橿原考古学研究所2000b,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2000,b,箸尾遺跡第26次発掘調査概報,奈良県遺跡調査概報1999年度（第二分冊）,https://sitereports.nabunken.go.jp/73386
B290058,奈良県立橿原考古学研究所2001,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2001,,西北窪遺跡発掘調査概報・北窪遺物散布地試掘調査概報,奈良県遺跡調査概報2000年度（第三分冊）,https://sitereports.nabunken.go.jp/73482
B290059,奈良県立橿原考古学研究所2002a,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2002,a,桐山和田遺跡,奈良県文化財調査報告書第91集,https://sitereports.nabunken.go.jp/53437
B290060,奈良県立橿原考古学研究所2002b,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2002,b,箸尾遺跡第29・30次発掘調査概報,奈良県遺跡調査概報2001年度（第二分冊）,https://sitereports.nabunken.go.jp/73502
B290061,奈良県立橿原考古学研究所2003a,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,a,宮の平遺跡Ⅱ－縄紋時代早・前期編－,奈良県立橿原考古学研究所調査報告第86冊,https://sitereports.nabunken.go.jp/53448
B290062,奈良県立橿原考古学研究所2003b,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,b,上津大片刈遺跡,奈良県文化財調査報告書第104集,https://sitereports.nabunken.go.jp/53432
B290063,奈良県立橿原考古学研究所2003c,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,c,柳茶屋遺跡発掘調査報告,奈良県遺跡調査概報2002年（第二分冊）,https://sitereports.nabunken.go.jp/73544
B290064,奈良県立橿原考古学研究所2003d,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,d,別對道端遺跡第1・2次調査,奈良県遺跡調査概報2002年（第一分冊）,https://sitereports.nabunken.go.jp/73585
B290065,奈良県立橿原考古学研究所2003e,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2003,e,釜窪遺跡2002年度,奈良県遺跡調査概報2002年（第二分冊）,https://sitereports.nabunken.go.jp/73556
B290066,奈良県立橿原考古学研究所2004,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2004,,鴨都波遺跡第20次調査,奈良県遺跡調査概報2003年（第二分冊）,https://ci.nii.ac.jp/ncid/BN01033849
B290067,奈良県立橿原考古学研究所2005,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2005,,庵治遺跡－京名和自動車道「大和区間」建設に伴う発掘調査報告Ⅵ－,奈良県文化財調査報告書第113集,https://sitereports.nabunken.go.jp/72878
B290068,奈良県立橿原考古学研究所2006,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2006,,馬見二ノ谷遺跡－馬見丘陵における旧石器時代遺跡の調査－,奈良県立橿原考古学研究所調査報告第95冊,https://sitereports.nabunken.go.jp/72805
B290069,奈良県立橿原考古学研究所2009a,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2009,a,龍田陣屋跡2008年度Ａ地区,奈良県遺跡調査概報2008年（第一分冊）,https://ci.nii.ac.jp/ncid/BN01033849
B290070,奈良県立橿原考古学研究所2009b,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2009,b,龍田陣屋跡・稲葉車瀬遺物散布地2008年度Ｂ地区,奈良県遺跡調査概報2008年（第一分冊）,https://ci.nii.ac.jp/ncid/BN01033849
B290071,奈良国立文化財研究所1995,奈良国立文化財研究所,ならこくりつぶんかざいけんきゅうしょ,1995,,平城京左京二条二坊・三条二坊発掘調査報告－長屋王邸・藤原麻呂邸の調査－,奈良国立文化財研究所学報第54冊,https://sitereports.nabunken.go.jp/53655
B290072,奈良国立文化財研究所1997,奈良国立文化財研究所,ならこくりつぶんかざいけんきゅうしょ,1997,,,平城京左京七条一坊十五・十六坪発掘調査報告,https://sitereports.nabunken.go.jp/73839
B290073,奈良市教育委員会1997b,奈良市教育委員会,ならしきょういくいいんかい,1997,b,平城京左京四条五坊三坪の調査第353-2次,奈良市埋蔵文化財調査概要報告書　平成8年度,https://sitereports.nabunken.go.jp/1132
B290074,奈良市教育委員会2002,奈良市教育委員会,ならしきょういくいいんかい,2002,,水間遺跡の調査第1・2・3次,奈良市埋蔵文化財調査概要報告書　平成12年度,https://sitereports.nabunken.go.jp/1126
B290075,奈良市教育委員会2007,奈良市教育委員会,ならしきょういくいいんかい,2007,,別所下ノ前・辻堂・大谷口遺跡　水間遺跡,県営圃場整備事業田原東地区における埋蔵文化財発掘調査概要報告書Ⅱ,https://sitereports.nabunken.go.jp/907
B290076,奈良市教育委員会2008,奈良市教育委員会,ならしきょういくいいんかい,2008,,ゼニヤクボ遺跡発掘調査概要報告,奈良市埋蔵文化財調査年報　平成17（2005）年度,https://sitereports.nabunken.go.jp/1925
B290077,奈良文化財研究所2003a,奈良文化財研究所,ならぶんかざいけんきゅうしょ,2003,a,平城京左京二条二坊十四坪発掘調査報告　旧石器時代編［法華寺南遺跡］,奈良文化財研究所学報第67冊,https://sitereports.nabunken.go.jp/53658
B290078,奈良文化財研究所2003b,奈良文化財研究所,ならぶんかざいけんきゅうしょ,2003,b,吉備池廃寺発掘調査報告－百済大寺跡の調査－,奈良文化財研究所学報第68冊,https://sitereports.nabunken.go.jp/14500
B290079,榛原町教育委員会2001,榛原町教育委員会,はいばらちょうきょういくいいんかい,2001,,桧牧市場西垣内遺跡・坊ノ浦遺跡,中山間地域総合整備事業地域埋蔵文化財発掘調査概要報告書,https://sitereports.nabunken.go.jp/1176
B290080,原真一1982,原真一,はらしんいち,1982,,鶴峯荘第4地点南遺跡,旧石器考古学25,https://id.ndl.go.jp/bib/024200204
B290081,埋蔵文化財天理教調査団1988,埋蔵文化財天理教調査団,まいぞうぶんかざいてんりきょうちょうさだん,1988,,別所裏山遺跡・豊田山遺跡発掘調査報告－弥生時代後期の高地性集落－,考古学調査研究中間報告13,https://sitereports.nabunken.go.jp/73993
B290082,前澤郁浩2002,前澤郁浩,まえさわいくひろ,2002,,岡崎遺跡1次調査の成果,平成13年度　奈良県内市町村埋蔵文化財発掘調査報告会資料,https://id.ndl.go.jp/bib/000000083414
B290083,麻柄一志1985,麻柄一志,まがらひとし,1985,,瀬戸内技法第1工程の接合資料－奈良県香芝町田尻峠第1地点遺跡－,旧石器考古学30,https://id.ndl.go.jp/bib/024200204
B290084,増田一裕1981,増田一裕,ますだかずひろ,1981,,新発見の田尻峠第4地点遺跡,旧石器考古学22,https://id.ndl.go.jp/bib/024200204
B290085,増田一裕1982,増田一裕,ますだかずひろ,1982,,桜ヶ丘第3地点遺跡,旧石器考古学25,https://id.ndl.go.jp/bib/024200204
B290086,松浦五輪美1996,松浦五輪美,まつうらいわみ,1996,,奈良市内出土の旧石器について,旧石器考古学52,https://id.ndl.go.jp/bib/024200204
B290087,松藤和人1981,松藤和人,まつふじかずと,1981,,二上山北麓・清風荘第1地点遺跡発見の石器,旧石器考古学22,https://id.ndl.go.jp/bib/024200204
B290088,松藤和人1982a,松藤和人,まつふじかずと,1982,a,桜ヶ丘第4地点遺跡,旧石器考古学25,https://id.ndl.go.jp/bib/024200204
B290089,松藤和人1982b,松藤和人,まつふじかずと,1982,b,黒岩遺跡,旧石器考古学25,https://id.ndl.go.jp/bib/024200204
B290090,松藤和人1982c,松藤和人,まつふじかずと,1982,c,田尻峠第6地点遺跡,旧石器考古学25,https://id.ndl.go.jp/bib/024200204
B290091,松藤和人1982d,松藤和人,まつふじかずと,1982,d,二上山の石器文化をめぐる諸問題－『ふたがみ』以降の成果と課題－,旧石器考古学25,https://id.ndl.go.jp/bib/024200204
B290092,松藤和人1986,松藤和人,まつふじかずと,1986,,鶴峯荘第6地点遺跡の盤状剥片石核,旧石器考古学33,https://id.ndl.go.jp/bib/024200204
B290093,光石鳴巳1999,光石鳴巳,みついしなるみ,1999,,奈良県峯ノ阪遺跡の石器群,「櫃石島技法」の再検討　第23回近畿旧石器交流会資料,-
B290094,光石鳴巳2001,光石鳴巳,みついしなるみ,2001,,奈良県内出土の有茎尖頭器について,縄文文化の起源を探る（橿原考古学研究所附属博物館特別展図録第56冊）,https://ci.nii.ac.jp/ncid/BA54730157
B290095,光石鳴巳2005a,光石鳴巳,みついしなるみ,2005,a,奈良県内出土の旧石器について－近年の新出資料を中心に－,旧石器考古学66,https://id.ndl.go.jp/bib/024200204
B290096,光石鳴巳2005b,光石鳴巳,みついしなるみ,2005,b,慈光院裏山遺跡出土の有茎尖頭器,青陵第117号,https://ci.nii.ac.jp/ncid/AN00264655
B290097,光石鳴巳2006,光石鳴巳,みついしなるみ,2006,,多遺跡出土の有茎尖頭器,田原本町文化財調査年報14,https://sitereports.nabunken.go.jp/473
B290098,水戸部秀樹・松村恵司1999,水戸部秀樹・松村恵司,みとべひでき・まつむらえいじ,1999,,明日香出土の二つの尖頭器,奈良国立文化財研究所年報1991-I,https://sitereports.nabunken.go.jp/14864
B290099,柳沢一宏1990,柳沢一宏,やなぎさわかずひろ,1990,,奈良県宇陀郡榛原町内牧採集の有舌尖頭器,旧石器考古学41,https://id.ndl.go.jp/bib/024200204
B290100,大和高田市教育委員会2001,大和高田市教育委員会,やまとたかだしきょういくいいんかい,2001,,池田遺跡,奈良県大和高田市遺跡調査報告ダイジェスト,https://sitereports.nabunken.go.jp/70472
B290101,吉井宣子1984,吉井宣子,よしいのりこ,1984,,二上山麓・鶴峯荘第5地点遺跡の新資料,旧石器考古学29,https://id.ndl.go.jp/bib/024200204
B290102,吉井宣子1986,吉井宣子,よしいのりこ,1986,,奈良県香芝町平地山遺跡における新資料,旧石器考古学33,https://id.ndl.go.jp/bib/024200204
B290103,吉井宣子1987a,吉井宣子,よしいのりこ,1987,a,奈良県香芝町黒岩遺跡の新資料,旧石器考古学34,https://id.ndl.go.jp/bib/024200204
B290104,吉井宣子1987b,吉井宣子,よしいのりこ,1987,b,二上山北麓・鶴峯荘第5地点遺跡,旧石器考古学35,https://id.ndl.go.jp/bib/024200204
B290105,吉井宣子1988a,吉井宣子,よしいのりこ,1988,a,二上山北麓・鶴峯荘第3地点遺跡,旧石器考古学36,https://id.ndl.go.jp/bib/024200204
B290106,吉井宣子1988b,吉井宣子,よしいのりこ,1988,b,奈良県香芝町田尻峠第6地点遺跡,旧石器考古学37,https://id.ndl.go.jp/bib/024200204
B290107,吉井宣子1994,吉井宣子,よしいのりこ,1994,,奈良県香芝市瑞宝園第1～3地点遺跡,旧石器考古学49,https://id.ndl.go.jp/bib/024200204
B290108,吉村公男・深瀬早人・佐藤良二1989,吉村公男・深瀬早人・佐藤良二,よしむらきみお・ふかせはやと・さとうりょうじ,1989,,馬見丘陵におけるナイフ形石器の一例,旧石器考古学39,https://id.ndl.go.jp/bib/024200204
B290109,石野博信1987,石野博信,いしのひろのぶ,1987,,旧石器時代,橿原市史上巻,https://ci.nii.ac.jp/ncid/BN02229132
B290110,奥田尚・増田一裕1981,奥田尚・増田一裕,おくだひさし・ますだかずひろ,1981,,古代の石切場跡　その２－ドンヅルボー付近－,古代学研究95,https://ci.nii.ac.jp/ncid/AN00092491
B290111,香芝町教育委員会1991b,香芝町教育委員会,かしばちょうきょういくいいんかい,1991,b,,郡ヶ池遺跡－中和幹線建設に伴う発掘調査報告－,https://sitereports.nabunken.go.jp/74272
B290112,香芝市教育委員会1996,香芝市教育委員会,かしばしきょういくいいんかい,1996,,桜ヶ丘第１地点第７次調査,香芝市埋蔵文化財発掘調査概報６?平成７年度?,https://sitereports.nabunken.go.jp/1175
B290113,香芝市教育委員会2007b,香芝市教育委員会,かしばしきょういくいいんかい,2007,b,鶴峯荘第５地点遺跡発掘調査報告書,香芝市文化財調査報告書第９集,https://sitereports.nabunken.go.jp/53577
B290114,香芝市教育委員会2011,香芝市教育委員会,かしばしきょういくいいんかい,2011,,二上山麓・サカイ遺跡：第2次発掘調査,香芝市文化財調査報告書第13集,https://sitereports.nabunken.go.jp/53583
B290115,佐藤良二1987,佐藤良二,さとうりょうじ,1987,,鶴峯荘第４地点遺跡の旧石器新資料,旧石器考古学34,https://id.ndl.go.jp/bib/024200204
B290116,芝康次郎2017,芝康次郎,しばこうじろう,2017,,平城宮・京跡出土旧石器の新資料,奈良文化財研究所紀要2017,https://sitereports.nabunken.go.jp/65335
B290117,芹沢長介1966,芹沢長介,せりざわちょうすけ,1966,,新潟県中林遺跡における有舌尖頭器の研究,日本文化研究所研究報告第２集,https://ci.nii.ac.jp/naid/40003037410
B290118,手島美香2010,手島美香,てしまみか,2010,,大川遺跡の旧石器,同志社大学考古学シリーズＸ　考古学は何を語れるか,https://ci.nii.ac.jp/ncid/BB0457122X
B290119,奈良県立橿原考古学研究所2007,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2007,,下田遺跡,奈良県遺跡調査概報2006年（第二分冊）,https://ci.nii.ac.jp/ncid/BN01033849
B290120,奈良県立橿原考古学研究所2011,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2011,,勢野東遺跡,奈良県遺跡調査概報2010年度（第一分冊）,https://ci.nii.ac.jp/ncid/BN01033849
B290121,奈良県立橿原考古学研究所2013,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2013,,観音寺本馬遺跡Ⅰ（観音寺Ⅲ区）,奈良県立橿原考古学研究所調査報告第113冊,https://ci.nii.ac.jp/ncid/BB12272064
B290122,奈良国立文化財研究所1984,奈良国立文化財研究所,ならこくりつぶんかざいけんきゅうしょ,1984,,,平城京右京一条北辺四坊六坪発掘調査報告,https://sitereports.nabunken.go.jp/18349
B290123,奈良市教育委員会1989,奈良市教育委員会,ならしきょういくいいんかい,1989,,平城京左京二条四坊二坪の調査　第157次,奈良市埋蔵文化財調査概要報告書　昭和63年度,https://sitereports.nabunken.go.jp/182
B290124,奈良市教育委員会1991,奈良市教育委員会,ならしきょういくいいんかい,1991,,平城京左京四条四坊十六坪:五坊一坪の調査　第178・188・199・218次,奈良市埋蔵文化財調査概要報告書　平成2年度,https://sitereports.nabunken.go.jp/1589
B290125,奈良市教育委員会1992a,奈良市教育委員会,ならしきょういくいいんかい,1992,a,菅原東遺跡の調査　第200次,奈良市埋蔵文化財調査概要報告書　平成3年度,https://sitereports.nabunken.go.jp/1307
B290126,奈良市教育委員会1992b,奈良市教育委員会,ならしきょういくいいんかい,1992,b,平城京左京四条四坊十五坪の調査　第234次,奈良市埋蔵文化財調査概要報告書　平成3年度,https://sitereports.nabunken.go.jp/1307
B290127,奈良市教育委員会1995,奈良市教育委員会,ならしきょういくいいんかい,1995,,平城京左京五条五坊九坪の調査　第302次,奈良市埋蔵文化財調査概要報告書　平成6年度,https://sitereports.nabunken.go.jp/1764
